0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1642,Pablo Gonzalo Balfagon,Argentina,Male,M45-49,50,10:27:17,462,1:13:26,1097,5:20:51,437,3:43:11,495,Finisher
1157,Henrique Michielin,Brazil,Male,M40-44,124,10:27:27,463,57:40,178,5:12:04,279,4:07:14,873,Finisher
1386,Marcio Rosales,Brazil,Male,M40-44,125,10:27:34,464,1:10:39,950,5:20:49,436,3:47:24,555,Finisher
1365,Vinicius Chissini Paganella,Brazil,Male,M40-44,126,10:27:40,465,1:08:15,804,5:34:09,687,3:35:39,355,Finisher
1363,Renato Bonfim Gomes,Brazil,Male,M40-44,127,10:27:41,466,1:14:51,1164,5:24:42,497,3:39:01,425,Finisher
1350,Roberto David Mendes Da Silva,Brazil,Male,M40-44,128,10:27:41,467,1:09:16,864,5:16:42,363,3:50:08,596,Finisher
350,Micheli Bernardelli,Brazil,Female,F30-34,7,10:27:48,468,1:12:25,1048,5:28:25,585,3:37:46,402,Finisher
614,Ricardo Santos Pereira,Brazil,Male,M35-39,121,10:28:00,469,1:01:55,421,5:38:34,794,3:36:02,365,Finisher
623,Kleber Lima,Brazil,Male,M35-39,122,10:28:11,470,1:15:00,1172,5:15:36,338,3:50:39,610,Finisher
639,Caio Gaeta Carneiro,Brazil,Male,M35-39,123,10:28:13,471,1:07:53,775,5:26:31,540,3:41:41,468,Finisher
1159,Matias Damian Bellucci,Argentina,Male,M40-44,129,10:28:26,472,1:02:10,434,5:35:06,709,3:39:39,431,Finisher
594,Lucas Ferreira De Oliveira,Brazil,Male,M25-29,25,10:28:33,473,1:10:03,910,5:27:42,569,3:42:30,481,Finisher
412,Marina De Mattos Nascimento,Brazil,Female,F35-39,9,10:28:41,474,58:44,224,5:42:07,862,3:39:23,427,Finisher
1488,Marcelo Macintyre,Brazil,Male,M45-49,51,10:28:44,475,1:02:29,450,5:26:57,550,3:42:40,483,Finisher
1767,Paulo Giovani Militão De Alencar,Brazil,Male,M45-49,52,10:28:58,476,1:08:25,810,5:25:28,521,3:44:02,505,Finisher
1070,Salavador Teillery,Mexico,Male,M40-44,130,10:29:04,477,1:15:45,1207,5:25:33,522,3:38:04,410,Finisher
1288,Nestor Reis Neto,Brazil,Male,M40-44,131,10:29:18,478,1:12:22,1047,5:20:35,431,3:36:11,369,Finisher
1708,Mario Román,Chile,Male,M45-49,53,10:29:31,479,1:15:30,1199,5:27:04,552,3:33:07,316,Finisher
607,Daniel Duering,Brazil,Male,M35-39,124,10:29:35,480,1:06:23,694,5:34:22,693,3:40:06,441,Finisher
1339,Leandro Bonifacio,Argentina,Male,M40-44,132,10:29:35,481,1:14:01,1133,5:27:13,554,3:38:29,418,Finisher
695,Guilherme Freire,Brazil,Male,M35-39,125,10:29:42,482,1:00:21,318,5:35:13,713,3:40:03,440,Finisher
785,Rafael Guimarães Godoi,Brazil,Male,M35-39,126,10:29:50,483,57:41,179,5:26:50,548,3:54:14,666,Finisher
2030,,Brazil,Female,M55-59,9,10:30:18,484,1:00:12,309,5:04:16,176,4:19:15,1045,Finisher
1027,Jefferson Roberto Tavares Nobre,Brazil,Male,M40-44,133,10:30:26,485,1:10:43,956,5:14:23,308,3:50:28,602,Finisher
1651,Leonardo Navarro Aquilino,Brazil,Male,M45-49,54,10:30:37,486,1:10:14,922,5:33:25,678,3:23:50,209,Finisher
1599,Bruno Böni,Brazil,Male,M45-49,55,10:30:54,487,1:07:09,733,5:34:11,690,3:37:30,397,Finisher
505,Renata Barduco De Oliveira,Brazil,Female,F40-44,5,10:30:58,488,1:09:28,874,5:28:59,592,3:44:15,513,Finisher
365,Fernanda Arantes Correa,Brazil,Female,F30-34,8,10:31:05,489,1:07:08,731,5:35:26,718,3:34:20,333,Finisher
1315,Fabiano Fernandes Ferraz Pereira,Brazil,Male,M40-44,134,10:31:13,490,1:22:42,1512,5:15:43,341,3:38:42,421,Finisher
1495,Vinicius Ferreira Britto Rego,Brazil,Male,M45-49,56,10:31:13,491,1:03:20,504,5:26:02,533,3:49:08,583,Finisher
1450,Augusto Henrique De Alexandre,Brazil,Male,M40-44,135,10:31:17,492,1:09:31,878,5:24:44,499,3:41:49,469,Finisher
1020,Thiago Silva Quadros,Brazil,Male,M40-44,136,10:31:19,493,1:03:22,509,5:34:16,691,3:38:22,415,Finisher
1607,Nicolas Ruiz Paz,Argentina,Male,M45-49,57,10:31:21,494,1:04:35,576,5:30:13,611,3:48:00,567,Finisher
1096,Daniel Kuriu,Brazil,Male,M40-44,137,10:31:29,495,1:04:33,572,5:17:22,373,3:56:40,705,Finisher
1839,Jose Roberto Festugatto,Brazil,Male,M50-54,22,10:31:34,496,1:11:07,983,5:16:19,355,3:47:38,560,Finisher
552,Bernardo Carabelli,Brazil,Male,M25-29,26,10:31:48,497,1:04:41,583,5:19:19,408,3:55:44,692,Finisher
591,Andre Guerra Assalve,Brazil,Male,M25-29,27,10:31:52,498,54:14,83,5:35:21,716,3:51:25,626,Finisher
1569,Tiago Matiello,Brazil,Male,M45-49,58,10:31:58,499,1:01:03,364,5:28:27,586,3:46:24,541,Finisher
1888,Alessandro Da Silva,Brazil,Male,M50-54,23,10:32:04,500,1:02:54,472,5:37:01,755,3:35:11,343,Finisher
1809,Sandro Gaynett De Barros,Brazil,Male,M50-54,24,10:32:10,501,1:05:52,669,5:11:08,262,4:06:17,855,Finisher
1821,Elivar Oliveira,Brazil,Male,M50-54,25,10:32:20,502,1:08:15,805,5:15:27,334,3:57:07,709,Finisher
1108,Diego Testolin,Brazil,Male,M40-44,138,10:32:25,503,1:12:41,1063,5:33:10,673,3:35:26,350,Finisher
284,Lucas Marchi Pifferr,Brazil,Male,M30-34,66,10:32:47,504,1:12:34,1055,5:30:16,613,3:40:39,450,Finisher
581,Lucio Stabile,Brazil,Male,M25-29,28,10:32:50,505,1:03:41,523,5:31:52,644,3:44:16,514,Finisher
1298,rafael da luz,Brazil,Male,M40-44,139,10:32:52,506,1:06:02,675,5:35:12,712,3:41:34,465,Finisher
280,Cléber Santos,Brazil,Male,M30-34,67,10:32:55,507,1:05:12,620,5:23:01,472,3:55:28,683,Finisher
1329,Elenilson Tavares De Lima Tilit,Brazil,Male,M40-44,140,10:33:02,508,1:15:00,1173,5:17:57,388,3:39:42,433,Finisher
1438,Mario Fabio Costa,Brazil,Male,M40-44,141,10:33:02,509,,,,,,,Finisher
296,Caio Rebouã§as De Souza,Brazil,Male,M35-39,127,10:33:03,510,1:09:10,856,5:36:17,734,3:36:26,373,Finisher
1725,Luis Otávio Pereira Marques,Brazil,Male,M45-49,59,10:33:08,511,1:07:59,779,5:31:46,643,3:37:45,400,Finisher
1302,Felipe Andrey Coimbra Xavier Pinto,Brazil,Male,M40-44,142,10:33:10,512,1:03:43,526,5:27:56,575,3:51:17,625,Finisher
927,Evandro Cordeiro,Brazil,Male,M35-39,128,10:33:18,513,58:58,236,5:31:22,632,3:50:54,617,Finisher
1412,Julius Novais Bomfim,Brazil,Male,M40-44,143,10:33:27,514,1:05:29,643,5:16:40,360,4:04:02,834,Finisher
1661,Jose Madruga,Brazil,Male,M45-49,60,10:33:38,515,1:11:00,972,5:29:09,596,3:43:32,500,Finisher
1296,Fabrizio Borsato,Brazil,Male,M40-44,144,10:33:39,516,55:17,96,5:11:51,275,4:14:29,969,Finisher
113,Danilo Cesar Azevedo Pugliesi,Brazil,Male,M30-34,68,10:33:53,517,1:10:31,937,5:14:02,304,3:57:47,724,Finisher
603,Eduardo Schwartzer,Brazil,Male,M35-39,129,10:34:00,518,1:02:37,457,5:14:28,312,4:01:43,796,Finisher
725,Felipe Santin Felipe Santin,Brazil,Male,M35-39,130,10:34:05,519,1:18:54,1347,5:27:23,560,3:37:45,401,Finisher
292,Marcus Vinicius Alves,Brazil,Male,M35-39,131,10:34:29,520,1:04:50,595,5:31:42,640,3:47:54,564,Finisher
204,Renato Batista Dos Santos Junior,Brazil,Male,M30-34,69,10:34:31,521,1:13:53,1124,5:07:30,217,4:03:38,825,Finisher
1156,Paulo Augusto Mendes Gontijo,Brazil,Male,M40-44,145,10:34:32,522,1:07:37,757,5:33:48,682,3:38:13,413,Finisher
1341,Guilherme Prestes De Melo,United States,Male,M40-44,146,10:34:32,523,1:05:04,612,5:23:57,484,3:53:31,652,Finisher
396,Nathalia Fiori,Brazil,Female,F35-39,10,10:34:41,524,1:10:31,938,5:40:55,842,3:33:09,317,Finisher
861,Daniel Maranhão Calazans,Brazil,Male,M35-39,132,10:34:42,525,1:09:10,857,5:25:07,511,3:49:41,589,Finisher
481,Camila Gozetto,Brazil,Female,F40-44,6,10:34:54,526,1:10:58,966,5:34:34,699,3:38:01,409,Finisher
1216,Jorge Felipe Osorio Bañados,Chile,Male,M40-44,147,10:35:12,527,1:19:33,1378,5:38:57,797,3:23:25,205,Finisher
465,Nuzia Naila Gomes Batista,Brazil,Female,F40-44,7,10:35:14,528,1:13:38,1108,5:22:53,469,3:49:52,593,Finisher
593,David Roberto De Oliveira,Brazil,Male,M25-29,29,10:35:19,529,57:56,190,5:40:01,822,3:47:43,561,Finisher
183,André Brandão,Brazil,Male,M30-34,70,10:35:20,530,1:10:17,924,5:40:59,846,3:37:08,390,Finisher
133,Rodrigo Maldi Passini,Brazil,Male,M30-34,71,10:35:21,531,1:00:27,325,5:38:12,792,3:42:12,477,Finisher
1080,Jesse Carvalho,Brazil,Male,M40-44,148,10:35:23,532,1:14:42,1156,5:25:26,519,3:46:21,539,Finisher
820,Martin Negrete,Argentina,Male,M35-39,133,10:35:27,533,1:05:26,637,5:37:16,767,3:35:58,364,Finisher
322,Alexis Carfantan,France,Male,M35-39,134,10:35:27,534,57:47,186,5:32:40,664,3:56:32,703,Finisher
1720,Luis Fernández,Argentina,Male,M45-49,61,10:35:43,535,1:08:00,782,5:43:37,893,3:36:09,368,Finisher
404,Priscila Rodrigues Dos Reis Silva,Brazil,Female,F35-39,11,10:35:53,536,1:10:54,963,5:30:35,619,3:47:25,556,Finisher
2099,Sergio Peretti,United States,Male,M60-64,2,10:36:02,537,1:09:45,895,5:22:43,463,3:53:08,645,Finisher
845,Carlos José Palacios Velázquez,Paraguay,Male,M35-39,135,10:36:06,538,57:43,182,5:25:39,526,3:57:33,721,Finisher
1446,José Alfredo,Brazil,Male,M40-44,149,10:36:08,539,1:16:31,1252,5:25:04,509,3:44:06,509,Finisher
483,Emanuela Venturelli,Italy,Female,F40-44,8,10:36:11,540,1:00:28,327,5:45:09,912,3:42:04,475,Finisher
1486,Guillermo Balmas,Argentina,Male,M45-49,62,10:36:15,541,1:03:14,495,5:21:48,449,4:02:19,808,Finisher
696,Leonardo De Abreu,Brazil,Male,M35-39,136,10:36:20,542,1:03:40,521,5:33:08,671,3:48:33,572,Finisher
378,Gabriela Lucero,Argentina,Female,F35-39,12,10:36:28,543,1:34:33,1740,5:25:10,512,3:23:58,211,Finisher
1025,Leon Delboni Bueno De Souza,Brazil,Male,M40-44,150,10:36:28,544,1:11:01,974,5:26:11,536,3:44:02,506,Finisher
1362,Rodrigo Silva Felipe,Brazil,Male,M40-44,151,10:36:30,545,1:13:25,1096,5:07:59,224,3:59:19,748,Finisher
1284,Fabiano Cunha Burns,Brazil,Male,M40-44,152,10:36:50,546,1:23:08,1527,5:27:27,562,3:35:00,340,Finisher
314,Andre Amaral Fonseca,Brazil,Male,M35-39,137,10:36:59,547,1:02:38,458,5:32:19,653,3:47:09,554,Finisher
1616,Jeferson Heinlik,Brazil,Male,M45-49,63,10:36:59,548,1:05:03,610,5:23:57,485,3:55:05,678,Finisher
1802,Martin Pereyra,Argentina,Male,M50-54,26,10:37:01,549,1:03:41,524,5:06:00,203,4:18:12,1031,Finisher
1841,Jose Marcelo Urzagasti Fuentes,Bolivia,Male,M50-54,27,10:37:02,550,1:17:55,1316,5:35:56,727,3:29:28,268,Finisher
1036,Seba Lassalle,Argentina,Male,M40-44,153,10:37:20,551,1:01:07,369,5:22:17,455,4:02:51,817,Finisher
886,Ricardo Moises Cardoso Da Silva,Brazil,Male,M35-39,138,10:37:26,552,1:01:49,413,5:45:43,926,3:40:37,448,Finisher
1609,Genilson Marques E Silva,Brazil,Male,M45-49,64,10:37:32,553,1:04:04,542,5:27:38,567,3:51:47,629,Finisher
1864,Fernando Antonio Pontes Marques,Brazil,Male,M50-54,28,10:37:33,554,1:06:00,674,5:27:49,573,3:46:54,549,Finisher
411,Sara De Sousa Mareco,Brazil,Female,F35-39,13,10:37:50,555,1:22:23,1500,5:39:57,821,3:25:59,227,Finisher
1407,Ivan Pinto Sales,United States,Male,M40-44,154,10:37:54,556,1:05:12,621,5:14:38,319,3:53:50,660,Finisher
510,Rosa Fernandes,Brazil,Female,F40-44,9,10:37:55,557,1:09:01,845,5:31:28,634,3:48:02,568,Finisher
936,Juliana Amaral,Brazil,Female,F45-49,2,10:38:17,558,1:09:02,846,5:53:11,1070,3:24:24,215,Finisher
1077,Fabio Takeshi Onishi,Brazil,Male,M40-44,155,10:38:36,559,59:39,272,5:23:38,478,4:06:49,865,Finisher
1391,Fabio Vieira,Brazil,Male,M40-44,156,10:38:39,560,1:04:41,585,5:34:05,686,3:49:51,592,Finisher
1294,Emilio Petry Neto,Brazil,Male,M40-44,157,10:39:01,561,56:53,145,5:34:23,694,3:55:29,686,Finisher
1644,Rodrigo Quevedo,Brazil,Male,M45-49,65,10:39:16,562,1:09:39,887,5:42:35,871,3:35:21,347,Finisher
844,Lucas Eiji Yamamoto,Brazil,Male,M35-39,139,10:39:17,563,1:09:09,854,5:37:33,775,3:42:46,487,Finisher
1246,Felipe Ramos Ferreira,Brazil,Male,M40-44,158,10:39:21,564,1:05:18,628,5:40:19,827,3:42:00,471,Finisher
1017,Julia Flausino Traboulsi,Brazil,Female,F25-29,2,10:39:29,565,1:05:23,633,5:37:57,784,3:46:36,543,Finisher
486,Elaine De Toledo,Brazil,Female,F40-44,10,10:39:30,566,1:10:58,968,5:30:15,612,3:47:48,563,Finisher
1388,Jorge Cals Coelho Filho,Brazil,Male,M40-44,159,10:39:33,567,54:09,81,5:35:23,717,4:00:28,777,Finisher
1705,Sebastian Eduardo Oller Alonso,Argentina,Male,M45-49,66,10:39:45,568,1:08:17,807,5:19:30,411,4:00:26,775,Finisher
924,Romulo Souza,Brazil,Male,M35-39,140,10:39:49,569,1:07:44,764,5:33:44,681,3:46:10,536,Finisher
1595,Adriano Gama Pinheiro,Brazil,Male,M45-49,67,10:39:50,570,1:01:11,375,5:12:44,287,4:12:50,947,Finisher
2009,Carlos Marne Dias Alves,Brazil,Male,M55-59,10,10:40:06,571,1:03:33,515,5:34:40,702,3:44:25,518,Finisher
737,José Adalberto Moura Cordeiro Junior,Brazil,Male,M35-39,141,10:40:13,572,1:03:02,487,5:43:06,884,3:36:37,381,Finisher
1900,Ronaldo Cesquim,Brazil,Male,M50-54,29,10:40:25,573,56:31,137,5:24:41,495,4:06:58,868,Finisher
485,Sabrina Spanguero,Argentina,Female,F40-44,11,10:40:32,574,1:08:04,789,5:36:30,738,3:47:43,562,Finisher
1662,João Paulo Fortunato,Brazil,Male,M45-49,68,10:40:39,575,1:01:42,403,5:35:52,726,3:50:39,611,Finisher
1228,Cairo André Ferreira,Brazil,Male,M40-44,160,10:40:40,576,1:26:18,1621,5:14:33,318,3:46:18,538,Finisher
267,Ruda Ryuiti Furukita Baptista,Brazil,Male,M30-34,72,10:40:40,577,55:41,114,5:45:27,917,3:40:50,452,Finisher
1154,Rafael Zanatta,Brazil,Male,M40-44,161,10:40:51,578,1:08:49,836,5:16:01,345,4:04:00,832,Finisher
919,Gabriel Junqueira,Brazil,Male,M35-39,142,10:40:52,579,1:05:56,672,5:30:58,624,3:50:39,612,Finisher
1990,Andrea Toscani,Italy,Male,M55-59,11,10:41:02,580,1:00:43,343,5:32:23,659,3:54:47,673,Finisher
1026,Geovanne Rodrigues Da Silva,Brazil,Male,M40-44,162,10:41:05,581,1:05:06,616,5:37:02,757,3:40:55,455,Finisher
1079,Everton Adriano,Brazil,Male,M40-44,163,10:41:13,582,1:01:11,376,5:25:55,531,4:01:24,791,Finisher
608,Diego Molina,Brazil,Male,M35-39,143,10:41:22,583,1:13:37,1106,5:37:56,783,3:35:36,353,Finisher
324,Tulio Moraes,Brazil,Male,M35-39,144,10:41:30,584,1:04:03,540,5:36:50,753,3:49:15,586,Finisher
415,Thais Helena Ijano Martins Queiroz,Brazil,Female,F35-39,14,10:41:52,585,1:08:42,828,5:50:52,1023,3:30:37,283,Finisher
2097,Carlos Viana,Brazil,Male,M60-64,3,10:42:12,586,1:03:09,490,5:33:52,683,3:52:24,640,Finisher
1829,Marcos Rogério Carlesse,Brazil,Male,M50-54,30,10:42:22,587,1:24:57,1584,5:35:59,729,3:26:55,238,Finisher
1803,Enrique Gobbi,Argentina,Male,M50-54,31,10:42:22,588,1:02:55,476,5:16:40,361,4:15:11,983,Finisher
895,Thiago Roberto Ramos Pinto,Brazil,Male,M35-39,145,10:42:28,589,1:06:40,710,5:20:34,430,4:03:41,826,Finisher
449,Cristine Stahlschmidt,Brazil,Female,F40-44,12,10:42:30,590,1:07:06,729,5:34:28,696,3:49:03,582,Finisher
1881,Paulo Sérgio Rosa Costa,Brazil,Male,M50-54,32,10:42:32,591,56:57,148,5:19:41,414,4:17:31,1017,Finisher
1162,Keller Reis de Paiva,Brazil,Male,M40-44,164,10:42:41,592,1:04:51,596,5:26:21,538,3:57:11,710,Finisher
414,Talita De Oliveira Antunes,Brazil,Female,F35-39,15,10:42:58,593,1:07:52,771,5:50:48,1022,3:37:12,391,Finisher
717,Daniel Moulin,Brazil,Male,M35-39,146,10:43:08,594,1:17:06,1275,5:20:39,434,3:53:33,654,Finisher
1492,Bruno Fraga,Brazil,Male,M45-49,69,10:43:10,595,1:09:08,853,5:37:33,776,3:33:05,314,Finisher
1788,Gustavo Hugo Rosso,Argentina,Male,M45-49,70,10:43:11,596,1:15:44,1206,5:26:48,545,3:44:30,519,Finisher
1451,Cristiano Antônio Brandão De Queiroz,Brazil,Male,M40-44,165,10:43:11,597,1:00:57,357,5:06:54,211,4:19:16,1046,Finisher
528,Rafael Pires,Brazil,Male,M18-24,7,10:43:33,598,1:17:02,1271,5:20:59,442,3:55:29,687,Finisher
1610,Paulo Roberto De Abreu,Brazil,Male,M45-49,71,10:43:35,599,1:08:34,819,5:22:58,471,3:58:46,743,Finisher
1089,Cesar Violin,Brazil,Male,M40-44,166,10:43:37,600,1:04:34,575,5:32:32,661,3:55:28,684,Finisher
1397,Juan Manuel Rigamonti,Argentina,Male,M40-44,167,10:43:43,601,1:04:42,586,5:19:12,407,4:09:33,908,Finisher
1374,Fabio Rodrigo Machado,Brazil,Male,M40-44,168,10:44:05,602,1:05:31,647,5:13:44,299,4:17:16,1011,Finisher
451,DANIELA CORREA,Brazil,Female,F40-44,13,10:44:19,603,1:07:56,777,5:28:20,583,3:54:17,667,Finisher
818,Renato Estevam Merlini,Brazil,Male,M35-39,147,10:44:20,604,1:16:09,1236,5:33:08,672,3:36:30,375,Finisher
237,Diego Duran,Argentina,Male,M30-34,73,10:44:23,605,55:00,91,5:32:22,657,4:09:55,914,Finisher
1203,Diego Souza,Brazil,Male,M40-44,169,10:44:26,606,1:03:18,502,5:31:54,646,3:56:54,707,Finisher
610,Pedro Henrique De Almeida Ribeiro,Brazil,Male,M35-39,148,10:45:08,607,1:04:59,604,5:39:10,805,3:42:42,484,Finisher
856,Mauricio Ferreira,Brazil,Male,M35-39,149,10:45:27,608,1:12:41,1064,5:04:28,181,4:13:19,953,Finisher
1394,Marcio Souza Brito,Brazil,Male,M40-44,170,10:45:35,609,1:21:44,1463,5:28:39,587,3:36:35,380,Finisher
758,Marco Aurélio Kruk,Brazil,Male,M35-39,150,10:45:41,610,1:05:30,644,5:53:27,1074,3:35:41,357,Finisher
1278,Rodrigo Augusto Ramos Rodrigues,Brazil,Male,M40-44,171,10:45:42,611,1:10:39,952,5:40:19,828,3:38:11,412,Finisher
186,FABIO ARAÚJO LIMA,Brazil,Male,M45-49,72,10:45:45,612,1:04:25,564,5:28:07,577,4:01:09,787,Finisher
325,Marcos Daniel Piva Rodrigues,Brazil,Male,M35-39,151,10:45:47,613,1:22:18,1496,5:23:43,480,3:45:21,527,Finisher
1794,Alexandre Alaor Gomes,Brazil,Male,M45-49,73,10:45:49,614,1:09:03,850,5:45:27,918,3:32:03,302,Finisher
1818,Jair Alcides Dos Santos,Brazil,Male,M50-54,33,10:45:49,615,1:02:47,466,5:39:33,811,3:53:46,658,Finisher
2051,Ricardo Fariña,Argentina,Male,M55-59,12,10:45:52,616,1:01:41,401,5:29:09,597,4:05:45,852,Finisher
1357,Tanaka Marcio,Brazil,Male,M40-44,172,10:46:05,617,52:20,41,5:20:33,429,4:26:24,1136,Finisher
663,Daniel Garone,Argentina,Male,M35-39,152,10:46:07,618,59:53,290,5:46:13,936,3:50:29,603,Finisher
1137,Federico Martin,Argentina,Male,M40-44,173,10:46:26,619,1:04:56,602,5:39:43,816,3:52:00,633,Finisher
1721,Marco Aurélio Hollanda,Brazil,Male,M45-49,74,10:46:34,620,1:08:41,826,5:27:34,566,3:53:38,657,Finisher
572,Lucas Balardin Sandri,Brazil,Male,M25-29,30,10:46:56,621,1:08:54,841,5:37:16,768,3:46:42,546,Finisher
1822,Diogo Menegaz,Brazil,Male,M50-54,34,10:47:11,622,1:00:32,332,5:22:34,462,4:13:18,952,Finisher
1379,Luiz Fernando Catapani,Brazil,Male,M40-44,174,10:47:25,623,1:09:10,858,5:51:29,1032,3:35:22,348,Finisher
866,Felipe Istamati,Brazil,Male,M35-39,153,10:47:26,624,1:05:13,622,5:29:17,600,3:59:25,753,Finisher
1754,Jefferson Vidal,Brazil,Male,M45-49,75,10:47:37,625,1:10:07,917,5:40:25,831,3:39:46,434,Finisher
400,Cynthia Thompson,Brazil,Female,F35-39,16,10:47:44,626,1:02:02,428,5:57:01,1139,3:38:05,411,Finisher
565,Pedro Mariano,Brazil,Male,M25-29,31,10:47:47,627,1:06:25,698,5:14:59,327,4:16:21,1000,Finisher
738,Fernando Moura,Brazil,Male,M35-39,154,10:48:03,628,1:03:12,493,5:39:03,799,3:53:46,659,Finisher
1393,Rodrigo Tosta,Brazil,Male,M40-44,175,10:48:06,629,59:40,273,5:33:10,674,4:08:22,894,Finisher
189,William Douglas Bonetti Dutra,Brazil,Male,M30-34,74,10:48:16,630,57:09,157,5:29:48,606,4:09:26,907,Finisher
456,Roberta Wendorf,Brazil,Female,F40-44,14,10:48:26,631,1:07:45,765,5:41:15,849,3:49:11,585,Finisher
599,Mateus Silva Padeiro,Brazil,Male,M35-39,155,10:48:28,632,52:25,43,5:37:05,759,4:10:56,925,Finisher
1544,Tomas Gortari,Argentina,Male,M45-49,76,10:48:28,633,1:06:06,679,5:29:34,602,4:02:13,805,Finisher
329,Marcelo Silva Burlamaque,Brazil,Male,M35-39,156,10:48:31,634,55:21,99,5:31:04,626,4:09:43,912,Finisher
1369,Felipe Crestani,Brazil,Male,M40-44,176,10:48:32,635,1:09:44,894,5:36:47,749,3:49:47,591,Finisher
576,Lucas Pires,Brazil,Male,M25-29,32,10:48:32,636,1:01:28,390,5:47:07,953,3:50:56,618,Finisher
1333,Alexandre Dias,Brazil,Male,M40-44,177,10:48:35,637,1:19:00,1356,5:42:52,881,3:32:12,306,Finisher
1256,Igor Ferreira Dos Anjos,Brazil,Male,M40-44,178,10:48:37,638,1:12:18,1043,5:32:37,663,3:52:02,634,Finisher
840,Cleber Bellucci Da Silva,Brazil,Male,M35-39,157,10:48:40,639,1:11:10,986,5:32:27,660,3:47:29,558,Finisher
750,Cristian Viano,Argentina,Male,M35-39,158,10:48:44,640,1:04:25,565,5:40:56,843,3:53:33,655,Finisher
676,Jeferson Lana,Brazil,Male,M35-39,159,10:48:44,641,1:12:11,1034,5:24:58,505,4:00:29,778,Finisher
1568,Fabio Roberto Cury,Brazil,Male,M45-49,77,10:48:53,642,57:56,191,5:43:39,895,3:55:32,688,Finisher
1220,Marcio Cunha,Brazil,Male,M40-44,179,10:49:11,643,1:07:14,739,5:29:01,594,3:58:55,745,Finisher
533,Yuri Yoshida,Brazil,Male,M25-29,33,10:49:11,644,1:03:37,518,5:35:30,720,4:01:16,789,Finisher
1848,André Luiz,Brazil,Male,M50-54,35,10:49:20,645,1:06:33,706,5:31:18,631,4:00:34,780,Finisher
1684,Marco Francesco Patriarchi,Brazil,Male,M45-49,78,10:49:21,646,1:10:58,969,5:37:13,763,3:48:06,569,Finisher
1936,Guillermo José Manuel Tremonti,Argentina,Male,M50-54,36,10:49:22,647,1:10:36,948,5:30:22,614,3:55:46,693,Finisher
132,Felipe Alves Mendes,Brazil,Male,M30-34,75,10:49:27,648,1:07:03,723,5:23:49,481,4:02:40,813,Finisher
743,Adans Soares Porfírio,Brazil,Male,M35-39,160,10:49:27,649,1:08:14,801,5:48:43,975,3:42:21,480,Finisher
1161,Sergio Correa,Brazil,Male,M40-44,180,10:49:42,650,1:11:51,1020,5:14:24,309,4:14:24,966,Finisher
1575,Raphael Zagury,United States,Male,M45-49,79,10:49:51,651,1:02:32,453,5:24:42,498,4:13:42,957,Finisher
870,Thiago Campelo Da Silva,Brazil,Male,M35-39,161,10:49:53,652,1:19:15,1364,5:14:52,325,3:58:03,731,Finisher
302,Fontes Alan,Brazil,Male,M35-39,162,10:50:18,653,1:19:59,1395,5:22:17,456,3:58:03,732,Finisher
1066,Rodrigo Manoel Ferreira Carrapeiro,Brazil,Male,M40-44,181,10:50:36,654,1:13:01,1081,5:20:27,427,3:58:15,734,Finisher
1074,German Pedro Gayraud,Argentina,Male,M40-44,182,10:50:44,655,54:12,82,5:44:47,903,4:00:26,776,Finisher
1755,Rafael Pina,Brazil,Male,M45-49,80,10:50:45,656,1:00:55,355,5:01:55,151,4:37:29,1263,Finisher
1251,Ricardo Ascenção,Brazil,Male,M40-44,183,10:50:47,657,1:20:19,1407,5:14:57,326,4:00:03,768,Finisher
1348,Gustavo Simões De Almeida,Brazil,Male,M40-44,184,10:50:47,658,1:05:34,650,5:18:36,398,4:18:10,1030,Finisher
386,Rafaela Lopes,Brazil,Female,F35-39,17,10:50:58,659,1:06:57,720,5:35:17,714,3:58:21,739,Finisher
1281,Pablo Galvao,Brazil,Male,M40-44,185,10:51:08,660,1:23:49,1551,5:37:37,777,3:33:06,315,Finisher
1343,Luis Fernando Borges Pasqualin,Brazil,Male,M40-44,186,10:51:11,661,1:04:29,568,5:24:34,493,4:11:25,931,Finisher
638,Gabriel Santiago Molina,Argentina,Male,M35-39,163,10:51:23,662,1:04:20,558,5:32:34,662,3:50:26,601,Finisher
1092,Andre Luis Goncalves,Brazil,Male,M40-44,187,10:51:24,663,1:10:01,907,5:38:01,788,3:48:43,576,Finisher
544,Jonathan Sant’anna Da Silva,Brazil,Male,M25-29,34,10:51:29,664,1:02:30,452,5:56:02,1125,3:35:43,359,Finisher
1958,Celso Aziz Kassab,Brazil,Male,M50-54,37,10:51:30,665,1:05:54,670,5:40:08,824,3:50:09,597,Finisher
1504,Jovelino Pinheiro Costa,Brazil,Male,M45-49,81,10:51:34,666,1:11:02,977,5:37:40,778,3:46:34,542,Finisher
1057,Ricardo Cézar De Oliveira,Brazil,Male,M40-44,188,10:51:38,667,1:09:10,859,5:19:03,402,4:13:02,950,Finisher
926,Marcelo Lohmann,Brazil,Male,M35-39,164,10:51:40,668,,,5:32:47,667,3:44:05,508,Finisher
1468,Federico Pittaluga,Uruguay,Male,M40-44,189,10:51:54,669,1:01:33,396,6:01:00,1207,3:36:25,372,Finisher
353,Isadora Ruiz Milani,Brazil,Female,F30-34,9,10:52:24,670,54:38,86,5:49:54,999,3:59:59,761,Finisher
