0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1178,Leandro De Carvalho Pinto,Brazil,Male,M40-44,258,11:35:54,989,55:24,102,5:36:39,741,4:51:35,1398,Finisher
1641,Jefferson Silva,Brazil,Male,M45-49,134,11:35:56,990,1:15:52,1216,5:55:30,1109,4:00:01,766,Finisher
319,Fernando Tonini Pissaia,Brazil,Male,M35-39,233,11:36:03,991,1:14:10,1141,5:54:45,1099,4:09:05,905,Finisher
1539,Ronaldo Ruiz,Brazil,Male,M45-49,135,11:36:05,992,1:14:55,1167,5:56:47,1136,4:06:30,860,Finisher
956,Elisa Eufemia Hospitaleche,Argentina,Female,F45-49,6,11:36:13,993,1:21:25,1447,6:00:23,1191,4:04:08,835,Finisher
666,Renato Araújo Costa,Brazil,Male,M35-39,234,11:36:15,994,1:09:10,855,6:08:30,1321,4:07:10,871,Finisher
227,Leonardo Trolezi,Brazil,Male,M30-34,111,11:36:24,995,1:32:31,1713,5:42:15,864,4:07:29,879,Finisher
694,Luiz Felipe Faim Garcia,Brazil,Male,M35-39,235,11:36:28,996,1:13:53,1123,5:59:25,1176,3:57:27,717,Finisher
710,Danillo Vieira Nunes,Brazil,Male,M35-39,236,11:36:31,997,1:19:10,1361,5:59:34,1177,3:57:20,715,Finisher
794,Matheus Duarte P Ferreira,Brazil,Male,M35-39,237,11:36:35,998,1:04:18,556,5:40:39,836,4:34:08,1233,Finisher
1522,Carlos Alric,Argentina,Male,M45-49,136,11:36:42,999,1:17:29,1287,5:41:50,857,4:23:43,1099,Finisher
1719,Mauricio A Dos Santos,Brazil,Male,M45-49,137,11:36:44,1000,1:18:00,1318,6:02:28,1234,3:57:28,718,Finisher
1269,Daniel Da Mota Sasaki,Brazil,Male,M40-44,259,11:36:45,1001,1:13:47,1121,5:52:21,1056,4:18:06,1028,Finisher
974,Lia Carina Bessone,Argentina,Female,F50-54,6,11:36:56,1002,1:17:45,1307,5:47:38,959,4:22:26,1078,Finisher
190,Rafael Schmitz,Brazil,Male,M30-34,112,11:37:00,1003,59:29,256,5:42:37,872,4:39:46,1283,Finisher
1546,Rubnei Gallego,Brazil,Male,M45-49,138,11:37:16,1004,1:09:23,867,5:39:47,819,4:30:21,1186,Finisher
707,Guilherme Batista Trentini,Brazil,Male,M35-39,238,11:37:32,1005,1:08:50,837,5:41:01,847,4:34:57,1244,Finisher
1980,João Carlos Carlini,Brazil,Male,M55-59,27,11:37:48,1006,1:06:30,704,5:14:29,314,4:58:14,1448,Finisher
1270,Andre Viceconti,Brazil,Male,M40-44,260,11:37:57,1007,1:08:45,831,5:50:12,1006,4:23:47,1101,Finisher
445,Tatiana Nunes Ramos Debiasi,Brazil,Female,F40-44,28,11:37:58,1008,1:19:08,1358,5:59:34,1178,4:06:50,867,Finisher
1727,Pablo Sanchez,Uruguay,Male,M45-49,139,11:37:59,1009,1:09:59,905,5:43:11,888,4:33:39,1226,Finisher
1424,Rafael Correia Ferreira,Brazil,Male,M40-44,261,11:38:26,1010,1:08:49,835,6:10:32,1344,4:03:26,823,Finisher
457,Laura Leaes Lopes,Brazil,Female,F40-44,29,11:38:28,1011,1:21:53,1473,6:14:15,1379,3:49:59,595,Finisher
888,Ticiano Posser,Brazil,Male,M35-39,239,11:38:29,1012,1:14:05,1136,5:43:07,885,4:24:20,1108,Finisher
1415,Dilsoncley Silva Da Silva,Brazil,Male,M40-44,262,11:38:42,1013,1:03:19,503,5:40:22,830,4:41:28,1298,Finisher
298,Fredy George Gadotti,Brazil,Male,M35-39,240,11:38:52,1014,1:28:16,1657,5:34:40,701,4:16:15,998,Finisher
803,Hudson Machado Soares De Oliveira Filho,Brazil,Male,M35-39,241,11:38:56,1015,1:24:13,1563,6:19:24,1436,3:37:24,393,Finisher
1434,Roberto Da Cunha Barros Junior,Brazil,Male,M40-44,263,11:38:59,1016,1:09:33,881,5:52:11,1050,4:18:39,1039,Finisher
1402,Erivelto Carvalho Ovidio,Brazil,Male,M40-44,264,11:39:05,1017,1:30:09,1691,5:37:43,780,4:10:26,918,Finisher
783,Daniel Pinheiro Cruz,Brazil,Male,M35-39,242,11:39:07,1018,1:29:21,1676,6:18:57,1432,3:38:48,424,Finisher
1597,Luciano De Souza,Brazil,Male,M45-49,140,11:39:11,1019,1:06:16,689,5:52:33,1059,4:29:05,1172,Finisher
432,Virginia Secoli,Brazil,Female,F35-39,26,11:39:24,1020,1:35:53,1757,6:16:01,1399,3:32:08,304,Finisher
562,Thiago Ramalho,Brazil,Male,M25-29,42,11:39:43,1021,1:05:48,666,5:49:52,997,4:29:41,1178,Finisher
1716,Adelcio Soares,Brazil,Male,M45-49,141,11:39:47,1022,1:14:32,1149,5:52:33,1060,4:18:53,1040,Finisher
2073,Charles Albani Dadam,Brazil,Male,M60-64,9,11:39:55,1023,1:16:02,1227,5:35:51,724,4:31:39,1206,Finisher
865,Rodrigo Daneluzzi Fiorani,Brazil,Male,M35-39,243,11:39:55,1024,1:04:44,587,5:49:39,993,4:30:32,1190,Finisher
1830,Rafael Ferreira,Brazil,Male,M50-54,68,11:39:58,1025,1:04:13,552,5:43:07,886,4:36:17,1254,Finisher
547,Rodrigo Ribeiro Do Valle Setubal,Brazil,Male,M25-29,43,11:40:07,1026,1:17:17,1281,5:45:30,921,4:26:29,1138,Finisher
1600,C Andre S Freitas,Brazil,Male,M45-49,142,11:40:12,1027,1:00:14,314,5:42:18,865,4:33:02,1222,Finisher
207,Danilo Caldas Kodama,Brazil,Male,M30-34,113,11:40:18,1028,1:04:23,560,6:01:59,1225,4:15:56,992,Finisher
1679,Gianmarco Libano,Brazil,Male,M45-49,143,11:40:22,1029,1:07:58,778,5:52:12,1051,4:25:37,1124,Finisher
1877,Valdecir Borba,Brazil,Male,M50-54,69,11:40:46,1030,1:19:45,1384,5:52:16,1052,4:12:02,936,Finisher
1992,Sandro Silva,Brazil,Male,M55-59,28,11:41:06,1031,1:20:47,1425,6:10:20,1341,3:57:12,711,Finisher
260,Pedro De Freitas Bacchi,Brazil,Male,M30-34,114,11:41:18,1032,1:07:38,758,5:46:57,949,4:29:49,1179,Finisher
835,Emilio De Lanna Neto,Brazil,Male,M35-39,244,11:41:37,1033,57:02,152,6:14:53,1384,4:15:53,991,Finisher
496,Maria Vanuzia Barbosa Goncalves Da Silva,Brazil,Female,F40-44,30,11:41:44,1034,1:32:11,1706,5:50:26,1012,4:04:55,846,Finisher
1838,Claudio Ribeiro Da Silva,Brazil,Male,M50-54,70,11:41:52,1035,1:03:29,513,6:33:23,1563,3:52:23,639,Finisher
115,Andrey Duarte Diniz,Brazil,Male,M30-34,115,11:42:00,1036,1:17:34,1292,6:03:38,1252,4:08:44,898,Finisher
605,Rafael Dos Reis Vieira Olher,Brazil,Male,M35-39,245,11:42:15,1037,1:08:10,796,6:20:18,1446,4:00:55,784,Finisher
101,Michel Frassão Cotrim,Brazil,Male,M40-44,265,11:42:19,1038,1:17:36,1296,6:05:34,1283,3:59:20,749,Finisher
458,Suzana Kelly Cordeiro De Souza Nascimento,Brazil,Female,F40-44,31,11:42:41,1039,1:37:23,1775,5:58:52,1159,3:54:11,665,Finisher
1623,Alejandro Pablo Comellas,Argentina,Male,M45-49,144,11:42:43,1040,1:05:08,618,5:38:46,795,4:46:47,1352,Finisher
431,Ana Cristina Esteves,Brazil,Female,F35-39,27,11:42:44,1041,1:15:05,1180,5:47:14,955,4:28:10,1159,Finisher
545,Gabriel De Castro Secaf,Brazil,Male,M25-29,44,11:42:49,1042,1:21:06,1435,6:10:34,1345,3:53:17,646,Finisher
1453,Alexandre De Oliveira Dos Santos,Brazil,Male,M40-44,266,11:43:11,1043,1:15:28,1196,6:15:00,1385,3:51:11,623,Finisher
1526,Katsuhiti Ricardo Kotama,Brazil,Male,M45-49,145,11:43:16,1044,1:14:34,1151,5:54:34,1093,4:18:54,1041,Finisher
929,Raquel De Lello Rocha Campos,Brazil,Female,F40-44,32,11:43:24,1045,1:21:53,1474,6:04:41,1272,3:59:37,755,Finisher
1110,Paulo Egydio,Brazil,Male,M40-44,267,11:43:41,1046,1:10:40,953,5:55:40,1114,4:20:35,1059,Finisher
187,Fernando Morel Pucci,Brazil,Male,M30-34,116,11:44:04,1047,1:04:55,600,5:43:38,894,4:36:17,1255,Finisher
1202,Daniel Corrêa,Brazil,Male,M40-44,268,11:44:25,1048,1:11:20,998,6:02:37,1237,4:14:13,962,Finisher
1263,Angelo Celso De Oliveira E Silva,Brazil,Male,M40-44,269,11:44:26,1049,1:38:11,1782,6:27:05,1518,3:19:50,175,Finisher
1831,Jose Azevedo,Brazil,Male,M50-54,71,11:44:44,1050,1:12:30,1051,5:53:55,1079,4:12:30,942,Finisher
1819,Athos Neves,Brazil,Male,M50-54,72,11:44:53,1051,1:13:46,1118,6:19:56,1445,3:52:06,637,Finisher
229,Rodrigo Gama,Brazil,Male,M30-34,117,11:44:57,1052,1:16:01,1225,5:48:12,969,4:16:45,1006,Finisher
902,Luiz Paulo Ataide Marinho,Brazil,Male,M35-39,246,11:44:59,1053,1:10:58,967,5:58:56,1162,4:07:54,888,Finisher
653,Evani Mollossi Porto,Brazil,Male,M35-39,247,11:45:17,1054,1:22:14,1493,6:04:15,1264,4:02:23,809,Finisher
595,Elson Araujo Dos Santos,Brazil,Male,M35-39,248,11:45:20,1055,1:04:41,584,5:51:33,1035,4:29:32,1177,Finisher
786,Diogo Brum,Brazil,Male,M35-39,249,11:45:23,1056,1:24:19,1568,5:50:08,1005,4:17:26,1016,Finisher
376,Josielly Pinheiro Westphal,Brazil,Female,F35-39,28,11:45:24,1057,1:11:05,981,6:01:13,1211,4:22:31,1081,Finisher
775,Alexandre Buchner De Oliveira,Brazil,Male,M35-39,250,11:45:40,1058,1:05:16,626,6:00:38,1200,4:27:54,1155,Finisher
1762,Martin Barberia,United States,Male,M45-49,146,11:45:40,1059,1:12:16,1041,5:21:19,443,4:56:11,1427,Finisher
1314,Rodrigo Silveira De Albuquerque,Brazil,Male,M40-44,270,11:45:49,1060,1:01:32,394,5:47:04,951,4:44:47,1328,Finisher
482,Rita Braz Kellmann,Brazil,Female,F40-44,33,11:45:54,1061,1:27:44,1651,6:08:31,1322,3:53:27,650,Finisher
1346,Fábio Castro,Brazil,Male,M40-44,271,11:45:59,1062,1:17:19,1282,5:53:06,1068,4:19:00,1042,Finisher
479,Priscila Damasceno,Brazil,Female,F40-44,34,11:46:15,1063,1:24:23,1570,6:00:07,1185,4:04:18,836,Finisher
1113,RENATO PEREIRA,Brazil,Male,M40-44,272,11:46:22,1064,57:27,165,6:27:08,1519,4:09:49,913,Finisher
470,Vanessa Piola Da Silva,Brazil,Female,F40-44,35,11:46:46,1065,1:23:18,1531,6:04:45,1273,4:06:40,863,Finisher
923,Leonardo Ezequiel Hollmann,Argentina,Male,M35-39,251,11:46:50,1066,1:20:19,1406,6:01:47,1220,4:12:13,940,Finisher
1726,Lisandro Siperman,Argentina,Male,M45-49,147,11:46:58,1067,1:23:14,1529,6:17:01,1411,3:48:24,570,Finisher
1866,Carlos Araya Ramirez,Costa Rica,Male,M50-54,73,11:47:02,1068,1:28:50,1668,6:00:40,1201,4:00:56,785,Finisher
103,Vitor Antunes Moreira,Brazil,Male,M30-34,118,11:47:09,1069,1:05:28,642,6:19:22,1435,4:09:59,915,Finisher
715,Vinicius Silva Dos Santos,Brazil,Male,M35-39,252,11:47:10,1070,1:17:35,1294,5:56:04,1126,4:14:14,964,Finisher
441,Silvia Inês Ribeiro,Brazil,Female,F40-44,36,11:47:14,1071,1:14:54,1166,6:08:44,1325,4:05:19,848,Finisher
1589,Tulio Augusto Alves Macedo,Brazil,Male,M45-49,148,11:47:19,1072,1:28:16,1658,5:27:45,570,4:34:02,1231,Finisher
1211,Sanderson Borges,Brazil,Male,M40-44,273,11:47:27,1073,1:12:19,1045,6:00:00,1182,4:18:07,1029,Finisher
877,Renato Olivato,Brazil,Male,M35-39,253,11:47:29,1074,1:20:27,1411,6:10:54,1349,4:03:56,827,Finisher
1192,Carlos Rafael Bertolini,Brazil,Male,M40-44,274,11:47:37,1075,1:12:36,1057,6:01:33,1214,4:14:14,965,Finisher
124,Bruno Bicudo Lippi,Brazil,Male,M30-34,119,11:48:09,1076,1:26:25,1623,6:19:49,1443,3:47:08,553,Finisher
355,Clarissa Brito,Brazil,Female,F30-34,16,11:48:12,1077,59:58,293,5:54:21,1086,4:45:10,1331,Finisher
766,Guilherme Heiber,Brazil,Male,M35-39,254,11:48:26,1078,1:10:04,912,5:54:38,1095,4:29:01,1169,Finisher
468,Barbara Mohn,Chile,Female,F40-44,37,11:48:45,1079,1:21:02,1434,6:00:57,1206,4:07:34,882,Finisher
1244,Fábio Payão,Brazil,Male,M40-44,275,11:49:17,1080,1:19:46,1385,5:44:59,907,4:26:16,1130,Finisher
839,Rafael Tavares Silva,Brazil,Male,M35-39,255,11:49:18,1081,57:57,192,6:13:55,1374,4:22:26,1079,Finisher
176,João Victor Ribeiro Werner,Brazil,Male,M30-34,120,11:49:21,1082,1:19:31,1376,6:04:13,1262,4:15:00,977,Finisher
1862,André Fernando Nascimento,Brazil,Male,M50-54,74,11:49:32,1083,1:15:51,1212,6:00:00,1183,4:13:29,954,Finisher
434,Carolina De Aguiar Moreira,Brazil,Female,F35-39,29,11:49:33,1084,1:20:32,1417,5:52:19,1055,4:24:55,1116,Finisher
535,Christian Teixeira Fialho,Brazil,Male,M25-29,45,11:49:37,1085,1:26:28,1625,5:45:58,929,4:22:37,1084,Finisher
1188,Rodrigo Nunes,Brazil,Male,M40-44,276,11:49:37,1086,1:19:36,1380,6:17:12,1413,4:00:13,771,Finisher
257,Thales Padrão,Brazil,Male,M30-34,121,11:49:38,1087,1:14:01,1134,5:54:14,1082,4:20:07,1057,Finisher
649,Alexandre Lavareda,Brazil,Male,M35-39,256,11:49:45,1088,1:25:32,1603,5:51:32,1033,4:18:13,1032,Finisher
991,Marilza Candida Saldanha,Brazil,Female,F55-59,2,11:50:00,1089,1:15:45,1208,6:20:59,1457,3:59:26,754,Finisher
1789,Marcello Monte Santo,Brazil,Male,M45-49,149,11:50:17,1090,1:19:22,1368,6:04:14,1263,4:12:09,938,Finisher
853,Guilherme Brandão De Souza,Brazil,Male,M35-39,257,11:50:18,1091,1:14:58,1169,6:16:17,1404,4:00:18,772,Finisher
2104,Eric Brochier,France,Male,M60-64,10,11:50:22,1092,1:18:45,1342,5:52:45,1063,4:26:45,1142,Finisher
1606,PEDRO FUENTES,Chile,Male,M45-49,150,11:50:23,1093,1:35:28,1754,6:21:47,1467,3:37:24,394,Finisher
1775,Pablo Staffolani,Argentina,Male,M45-49,151,11:50:26,1094,1:16:36,1254,5:50:16,1008,4:31:35,1205,Finisher
938,Daniela Abade,Brazil,Female,F45-49,7,11:50:27,1095,1:12:58,1076,5:56:25,1134,4:28:42,1166,Finisher
1280,Luis Crespo Cedeño,Ecuador,Male,M40-44,277,11:51:04,1096,1:13:08,1085,5:57:55,1149,4:14:07,960,Finisher
795,Vitor Dias Souza Girao,Brazil,Male,M35-39,258,11:51:07,1097,57:29,166,5:30:34,618,5:10:36,1528,Finisher
521,Fernanda Leticia Borella Prieto,Brazil,Female,F45-49,8,11:51:18,1098,1:23:07,1526,5:42:49,880,4:31:54,1208,Finisher
789,André Aparecido De Lima,Brazil,Male,M35-39,259,11:51:20,1099,1:14:34,1152,5:47:54,964,4:34:15,1235,Finisher
1559,Guilherme Salemi,Brazil,Male,M45-49,152,11:51:32,1100,1:13:41,1112,5:59:45,1180,4:17:51,1024,Finisher
1073,Hayden Costa Moraes,Brazil,Male,M40-44,278,11:51:40,1101,1:12:31,1054,5:55:03,1102,4:24:06,1106,Finisher
1652,Roberto Pinto De Castro,Brazil,Male,M45-49,153,11:51:40,1102,1:07:16,740,6:16:53,1408,3:56:35,704,Finisher
909,Carlos Alberto Kolenczuk Hernandes,Brazil,Male,M35-39,260,11:51:43,1103,1:04:10,549,5:09:14,236,5:20:27,1582,Finisher
1117,Angelo Antonio Costa,Brazil,Male,M40-44,279,11:51:44,1104,1:25:56,1612,5:28:13,578,4:44:36,1325,Finisher
1271,Eduardo Pieper,Brazil,Male,M40-44,280,11:51:50,1105,1:12:04,1032,5:48:13,970,4:34:46,1241,Finisher
1429,Estevan Búrigo E Silva,Brazil,Male,M40-44,281,11:51:57,1106,1:01:06,368,5:54:39,1097,4:34:47,1242,Finisher
1061,Gabriel Carvalhaes Louzada,Brazil,Male,M40-44,282,11:52:10,1107,1:15:19,1190,5:44:59,908,4:36:01,1251,Finisher
1999,Pablo Frascarolli,Argentina,Male,M55-59,29,11:52:13,1108,1:08:38,824,5:52:04,1048,4:40:28,1294,Finisher
1549,Juan Ignacio Degreef,Argentina,Male,M45-49,154,11:52:15,1109,57:38,175,5:47:47,961,4:58:27,1449,Finisher
2070,Philippe Gondre,France,Male,M55-59,30,11:52:18,1110,1:03:16,499,5:46:42,943,4:48:26,1372,Finisher
1828,Rogerio Augusto Ikeda,Brazil,Male,M50-54,75,11:52:30,1111,1:15:51,1213,6:06:16,1294,4:07:53,887,Finisher
446,Fernanda Carvalho,Brazil,Female,F40-44,38,11:52:32,1112,1:09:41,889,6:28:44,1531,3:57:33,722,Finisher
1292,Fábio Beltrame Magalhães,Brazil,Male,M40-44,283,11:52:36,1113,1:11:30,1006,6:19:46,1442,4:11:32,932,Finisher
782,Tiago Couto Gavioli Villas,Brazil,Male,M35-39,261,11:52:41,1114,1:15:10,1185,5:54:20,1084,4:23:58,1103,Finisher
898,Fernando Monteiro Guimaraes,Brazil,Male,M35-39,262,11:52:41,1115,1:15:00,1174,5:52:31,1058,4:26:44,1141,Finisher
2072,Roger Haybittle,Brazil,Male,M60-64,11,11:52:45,1116,1:02:57,477,5:30:46,622,4:53:57,1413,Finisher
670,Adriano Damasceno Telles,Brazil,Male,M35-39,263,11:52:57,1117,1:20:52,1427,6:01:44,1217,4:10:38,921,Finisher
966,Raquel Ferreira De Moraes,Brazil,Female,F50-54,7,11:53:14,1118,,,5:36:25,737,4:18:04,1027,Finisher
965,Ana Armoa,Argentina,Female,F50-54,8,11:53:16,1119,1:24:08,1562,5:52:52,1066,4:27:26,1147,Finisher
1566,Fernando Bueno De Castro,Brazil,Male,M45-49,155,11:53:22,1120,1:23:03,1525,5:59:21,1173,4:17:13,1009,Finisher
1670,Marcelo Golegã,Brazil,Male,M45-49,156,11:53:24,1121,1:16:49,1263,5:57:17,1142,4:20:53,1063,Finisher
306,Alisson Bruno Pereira,Brazil,Male,M35-39,264,11:53:33,1122,1:21:14,1439,5:39:05,801,4:32:55,1220,Finisher
1510,Copo Mariano Jorge Davalli,Argentina,Male,M45-49,157,11:54:00,1123,1:02:24,445,5:49:22,989,4:51:09,1395,Finisher
1776,Pablo Daniel Glagovsky,Argentina,Male,M45-49,158,11:54:28,1124,1:11:39,1013,5:48:05,967,4:42:54,1314,Finisher
1128,Allen Arruda,Brazil,Male,M40-44,284,11:54:30,1125,1:25:26,1597,6:03:27,1249,4:07:42,886,Finisher
1266,Marcelo Becker Lube Ferreira,Brazil,Male,M40-44,285,11:54:36,1126,1:23:42,1546,6:07:27,1304,4:09:41,910,Finisher
248,Bruno Grisolia Said Xavier De Oliveira,Brazil,Male,M30-34,122,11:54:52,1127,1:05:05,613,6:28:45,1532,4:00:18,773,Finisher
492,Larissa Coelho,Brazil,Female,F40-44,39,11:55:07,1128,1:07:29,752,6:15:47,1393,4:22:35,1082,Finisher
1205,Warley Luciano,Brazil,Male,M40-44,286,11:55:10,1129,1:15:51,1214,5:51:15,1031,4:27:29,1149,Finisher
172,Pedro Savio Gama Dos Santos,Brazil,Male,M30-34,123,11:55:10,1130,1:29:29,1682,6:03:12,1245,4:08:08,891,Finisher
611,Luiz De Almeida,Brazil,Male,M35-39,265,11:55:24,1131,1:32:21,1711,5:47:09,954,4:18:03,1026,Finisher
827,Sergio Falcão Rollo Neto,Brazil,Male,M35-39,266,11:55:28,1132,1:03:01,485,5:46:04,934,4:48:01,1365,Finisher
641,Filipe Rezendes Colombo,Brazil,Male,M35-39,267,11:55:38,1133,1:06:57,718,5:41:47,856,4:51:01,1393,Finisher
871,Edisio Da Cruz Andrade,Brazil,Male,M35-39,268,11:55:42,1134,1:16:05,1229,6:00:10,1186,4:22:25,1077,Finisher
1613,Mauro Arcucci,Argentina,Male,M45-49,159,11:56:01,1135,1:16:01,1226,5:58:35,1156,4:24:05,1105,Finisher
1056,Marcelo Sampaio Da Franca,Brazil,Male,M40-44,287,11:56:06,1136,1:14:05,1137,6:06:06,1289,4:15:02,979,Finisher
1295,Hermes Arambulo,Paraguay,Male,M40-44,288,11:56:26,1137,1:11:32,1008,5:55:39,1113,4:36:29,1258,Finisher
1122,Carlos Ribas Tavarnaro,Brazil,Male,M40-44,289,11:56:44,1138,1:13:46,1119,5:48:56,981,4:41:38,1302,Finisher
2003,Julio Cesar Molina,Argentina,Male,M55-59,31,11:56:52,1139,1:12:19,1046,5:21:37,447,5:10:39,1529,Finisher
480,Denise Veberling Lorenzoni,Brazil,Female,F40-44,40,11:56:52,1140,1:13:59,1130,6:21:28,1465,4:03:25,822,Finisher
1879,Pedro Walfir Souza Filho,Brazil,Male,M50-54,76,11:56:53,1141,1:07:03,722,6:12:18,1360,4:25:54,1127,Finisher
742,Agustín Francisco Lloret,Argentina,Male,M35-39,269,11:56:56,1142,1:14:49,1162,6:26:16,1512,4:02:18,807,Finisher
2139,José Auto Cavalcante Neto,Brazil,Male,MPC,,11:57:03,1143,1:40:59,1798,5:52:10,1049,3:59:22,750,Finisher
1187,Ricardo Brandt,Brazil,Male,M40-44,290,11:57:38,1144,1:08:48,833,5:58:58,1163,4:33:15,1225,Finisher
746,Leandro Martins,Brazil,Male,M35-39,270,11:57:39,1145,1:13:33,1103,5:54:41,1098,4:34:32,1240,Finisher
1252,Odair Seixas Junior,Brazil,Male,M40-44,291,11:57:46,1146,1:21:14,1440,5:49:57,1002,4:33:57,1230,Finisher
1658,Reinaldo De Almeida Carinhanha,Brazil,Male,M45-49,160,11:57:52,1147,1:27:15,1638,5:57:36,1147,4:11:35,933,Finisher
1509,Jackson Jose Ribeiro,Brazil,Male,M45-49,161,11:58:21,1148,1:18:22,1335,5:44:27,899,4:40:11,1288,Finisher
1581,Vinícius Maciel Franceschi,Brazil,Male,M45-49,162,11:58:22,1149,59:25,252,6:00:34,1199,4:46:14,1347,Finisher
2108,David Zanotelli,United States,Male,M60-64,12,11:58:42,1150,1:01:08,372,5:37:57,785,5:02:31,1476,Finisher
1483,Adriano Aparecido Bertanha,Brazil,Male,M45-49,163,11:58:44,1151,1:14:57,1168,5:38:01,787,4:46:11,1346,Finisher
287,Diego Balan,Brazil,Male,M35-39,271,11:58:44,1152,1:23:46,1547,6:01:37,1215,4:12:48,946,Finisher
2071,Fernando Antônio Carvalho De Souza,Brazil,Male,M55-59,32,11:58:57,1153,1:20:18,1405,5:55:34,1112,4:32:45,1217,Finisher
1398,Roberto Soares Fragoso,Brazil,Male,M40-44,292,11:59:09,1154,1:17:16,1280,5:48:07,968,4:34:28,1238,Finisher
334,Ayslan Ramos Silva Domingues De Souza,Brazil,Male,M35-39,272,11:59:13,1155,1:26:07,1616,6:15:52,1395,4:02:33,811,Finisher
288,Lucas Rotta,Brazil,Male,M35-39,273,11:59:13,1156,1:33:09,1718,6:07:48,1312,3:58:16,735,Finisher
1126,Marcelo Kendy Kaneshiro,Brazil,Male,M40-44,293,11:59:13,1157,1:06:43,711,5:55:46,1118,4:49:24,1375,Finisher
942,Cristiane Borges,Brazil,Female,F45-49,9,11:59:16,1158,1:16:11,1238,6:19:05,1433,4:10:46,924,Finisher
320,Vitor Moretzsohn Rosa Cesarino,Brazil,Male,M35-39,274,11:59:20,1159,1:13:00,1079,6:51:13,1685,3:37:05,388,Finisher
1691,Amilcar Esteban Buntalyk,Argentina,Male,M45-49,164,11:59:21,1160,1:22:29,1505,6:02:12,1228,4:17:14,1010,Finisher
1567,Mario Pestana De Araujo Filho,Brazil,Male,M45-49,165,11:59:22,1161,1:15:18,1189,5:54:24,1088,4:22:54,1087,Finisher
648,Felipe Jamil Augusto Chaya,Brazil,Male,M35-39,275,11:59:22,1162,1:23:30,1542,5:49:49,996,4:30:25,1189,Finisher
2026,Fabian Eduardo Novoa,Argentina,Male,M55-59,33,11:59:29,1163,1:27:44,1652,5:50:13,1007,4:22:28,1080,Finisher
723,Luis Fernando Pohl Hessel,Brazil,Male,M35-39,276,11:59:30,1164,1:34:39,1743,6:06:06,1290,4:04:23,838,Finisher
1571,Fabricio Olivera,Uruguay,Male,M45-49,166,11:59:37,1165,1:02:22,444,6:23:42,1483,4:17:50,1023,Finisher
1718,Wesley Souza,Brazil,Male,M45-49,167,11:59:39,1166,1:28:47,1667,5:51:49,1043,4:15:04,982,Finisher
997,Ana Silvia Davini Paller,Brazil,Female,F55-59,3,11:59:41,1167,1:16:10,1237,5:51:49,1044,4:39:20,1280,Finisher
647,Pedro Augusto De Paula,Brazil,Male,M35-39,277,11:59:48,1168,1:35:06,1751,6:05:51,1286,4:00:41,782,Finisher
1955,Paulo Antonio Petroy,Brazil,Male,M50-54,77,11:59:51,1169,58:39,222,6:14:19,1380,4:27:50,1153,Finisher
2094,Gustavo Iriarte,Argentina,Male,M60-64,13,11:59:59,1170,1:03:12,494,5:44:10,898,4:57:14,1439,Finisher
1710,Otto Frederico Staffen Carneiro,Brazil,Male,M45-49,168,12:00:01,1171,1:06:13,688,5:36:09,732,5:05:30,1497,Finisher
768,Gustavo Purcino Nogueira,Brazil,Male,M40-44,294,12:00:03,1172,1:14:44,1158,6:06:49,1298,4:19:25,1049,Finisher
382,Schirlei Casas,Brazil,Female,F35-39,30,12:00:08,1173,1:00:47,349,5:30:22,615,5:15:47,1562,Finisher
1967,Manoel Marques Pessoa,Brazil,Male,M50-54,78,12:00:13,1174,1:17:31,1290,5:44:27,900,4:40:05,1285,Finisher
195,Celso Azevedo,Brazil,Male,M30-34,124,12:00:22,1175,1:05:14,624,5:51:40,1039,4:46:04,1344,Finisher
1150,Marcos Moreira,Brazil,Male,M40-44,295,12:00:49,1176,1:04:05,544,5:57:36,1148,4:47:47,1361,Finisher
1200,Flavio Quintanilha,Brazil,Male,M40-44,296,12:01:00,1177,58:50,232,5:39:05,802,5:13:27,1549,Finisher
435,Tatiana Meloni,Brazil,Female,F35-39,31,12:01:18,1178,1:28:51,1669,5:55:47,1120,4:17:31,1018,Finisher
122,Pedro Sabino,Brazil,Male,M30-34,125,12:01:20,1179,1:20:51,1426,6:05:40,1284,4:22:00,1072,Finisher
2127,Lorival Barbosa,Brazil,Male,M65-69,1,12:01:39,1180,1:25:00,1587,5:49:54,998,4:34:16,1236,Finisher
2023,Rodrigo Loures,Brazil,Male,M55-59,34,12:02:02,1181,1:10:02,909,5:57:24,1144,4:35:18,1245,Finisher
771,Sandro Roberto Tabosa,Brazil,Male,M45-49,169,12:02:03,1182,1:21:07,1436,5:56:21,1133,4:15:19,985,Finisher
711,Pablo Aguirre,Argentina,Male,M35-39,278,12:02:18,1183,1:13:46,1120,6:10:44,1348,4:20:05,1055,Finisher
1119,Breno Dornelas De Magalhaes Pinto,Brazil,Male,M40-44,297,12:02:25,1184,1:11:15,991,,,4:24:36,1113,Finisher
1981,Alceminio Martins De Oliveira Oliveira,Brazil,Male,M55-59,35,12:02:38,1185,1:16:07,1231,6:22:24,1473,4:00:18,774,Finisher
459,Elaine Nobrega Borges,Brazil,Female,F40-44,41,12:02:52,1186,1:18:06,1322,6:06:18,1295,4:20:56,1064,Finisher
448,Isabela Francione Chen,Brazil,Female,F40-44,42,12:02:59,1187,1:17:15,1279,6:26:58,1516,3:58:04,733,Finisher
